"Storage 153133 - RawData - C:\Documents and Settings\user\My Documents\Adam_Hughes\11_5_12\25nm_np\NPConcentration\File_121105_153133.spc"
"Wavelength nm.","Abs."
618.00000,0.09561
618.50000,0.09454
619.00000,0.09418
619.50000,0.09457
620.00000,0.09332
620.50000,0.09201
621.00000,0.09224
621.50000,0.09167
622.00000,0.09085
622.50000,0.08804
623.00000,0.08919
623.50000,0.08755
624.00000,0.08829
624.50000,0.08670
625.00000,0.08629
625.50000,0.08420
626.00000,0.08661
626.50000,0.08502
627.00000,0.08495
627.50000,0.08482
628.00000,0.08304
628.50000,0.08315
629.00000,0.08086
629.50000,0.08060
630.00000,0.08000
630.50000,0.07918
631.00000,0.07811
631.50000,0.07654
632.00000,0.07912
632.50000,0.07635
633.00000,0.07764
633.50000,0.07729
634.00000,0.07516
634.50000,0.07639
635.00000,0.07568
635.50000,0.07484
636.00000,0.07527
636.50000,0.07353
637.00000,0.07396
637.50000,0.07175
638.00000,0.07198
638.50000,0.07047
639.00000,0.07137
639.50000,0.07080
640.00000,0.07072
640.50000,0.06905
641.00000,0.07092
641.50000,0.06975
642.00000,0.07104
642.50000,0.06776
643.00000,0.06831
643.50000,0.06685
644.00000,0.06755
644.50000,0.06755
645.00000,0.06812
645.50000,0.06660
646.00000,0.06792
646.50000,0.06552
647.00000,0.06473
647.50000,0.06508
648.00000,0.06252
648.50000,0.06262
649.00000,0.06369
649.50000,0.06419
650.00000,0.06305
650.50000,0.06163
651.00000,0.05969
651.50000,0.05911
652.00000,0.05945
652.50000,0.06081
653.00000,0.05966
653.50000,0.06064
654.00000,0.05965
654.50000,0.05734
655.00000,0.05725
655.50000,0.05856
656.00000,0.05821
656.50000,0.05650
657.00000,0.05614
657.50000,0.05533
658.00000,0.05643
658.50000,0.05582
659.00000,0.05574
659.50000,0.05655
660.00000,0.05551
660.50000,0.05373
661.00000,0.05400
661.50000,0.05273
662.00000,0.05154
662.50000,0.05075
663.00000,0.05257
663.50000,0.05037
664.00000,0.05086
664.50000,0.05193
665.00000,0.05067
665.50000,0.05113
666.00000,0.05025
666.50000,0.05119
667.00000,0.04877
667.50000,0.05055
668.00000,0.04926
668.50000,0.04843
669.00000,0.04984
669.50000,0.04968
670.00000,0.04813
670.50000,0.04829
671.00000,0.04790
671.50000,0.04799
672.00000,0.04616
672.50000,0.04716
673.00000,0.04759
673.50000,0.04660
674.00000,0.04552
674.50000,0.04485
675.00000,0.04591
675.50000,0.04547
676.00000,0.04382
676.50000,0.04314
677.00000,0.04364
677.50000,0.04411
678.00000,0.04449
678.50000,0.04524
679.00000,0.04292
679.50000,0.04222
680.00000,0.04248
680.50000,0.04314
681.00000,0.04051
681.50000,0.04468
682.00000,0.04265
682.50000,0.04124
683.00000,0.03961
683.50000,0.04018
684.00000,0.03874
684.50000,0.03909
685.00000,0.03961
685.50000,0.03789
686.00000,0.03763
686.50000,0.03897
687.00000,0.03844
687.50000,0.03676
688.00000,0.03943
688.50000,0.03899
689.00000,0.03734
